airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Business,10.58,19,51697
Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,19,51697
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,19.0,19,51697
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Business,21.5,19,51697
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,4.75,19,53937
Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Business,12.08,19,53937
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.83,19,53937
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.42,19,53937
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Business,14.08,19,53937
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Business,17.25,19,53937
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Business,18.5,19,53937
Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23.0,19,53937
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.0,19,59537
Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Business,16.42,19,59537
Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,6.5,19,59649
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Business,10.17,19,59649
Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Business,14.58,19,59649
Vistara,UK-975,Delhi,Early_Morning,one,Night,Hyderabad,Business,15.17,19,59649
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,20,24056
Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,20,24056
Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Business,2.25,20,24056
Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Business,2.33,20,24056
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,20,30630
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Business,6.58,20,39377
Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,Business,11.17,20,39377
Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Business,15.58,20,39377
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.5,20,39377
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Business,9.25,20,46097
Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Business,11.42,20,46097
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Business,20.17,20,46097
Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Business,22.33,20,46097
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Business,15.08,20,47217
Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Business,19.5,20,47217
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Business,5.42,20,51697
Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,Business,8.08,20,51697
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Business,10.17,20,51697
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Business,10.58,20,51697
Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Business,14.58,20,51697
Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,20,51697
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,19.0,20,51697
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Business,21.5,20,51697
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,4.75,20,53937
Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Business,12.08,20,53937
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.42,20,53937
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Business,14.08,20,53937
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Business,18.5,20,53937
Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23.0,20,53937
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.0,20,59537
Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Business,16.42,20,59537
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.83,20,61889
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Business,17.25,20,61889
Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,6.5,20,68721
Vistara,UK-975,Delhi,Early_Morning,one,Night,Hyderabad,Business,15.17,20,68721
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,21,24056
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,21,24056
Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,21,24056
Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Business,2.25,21,24056
Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Business,2.33,21,24056
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Business,6.58,21,39377
Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,Business,11.17,21,39377
Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Business,15.58,21,39377
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.5,21,39377
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Business,9.25,21,46097
Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Business,11.42,21,46097
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Business,20.17,21,46097
Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Business,22.33,21,46097
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Business,15.08,21,47217
Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Business,19.5,21,47217
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Business,5.42,21,51697
Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,6.5,21,51697
Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,Business,8.08,21,51697
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Business,10.17,21,51697
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Business,10.58,21,51697
Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Business,14.58,21,51697
Vistara,UK-975,Delhi,Early_Morning,one,Night,Hyderabad,Business,15.17,21,51697
Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,21,51697
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,19.0,21,51697
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Business,21.5,21,51697
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,4.75,21,53937
Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Business,12.08,21,53937
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.83,21,53937
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.42,21,53937
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Business,17.25,21,53937
Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23.0,21,53937
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.0,21,59537
Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Business,16.42,21,59537
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Business,14.08,21,61889
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Business,18.5,21,61889
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,22,24056
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,22,24056
Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,22,24056
Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Business,2.25,22,24056
Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Business,2.33,22,24056
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Business,6.58,22,39377
Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,Business,11.17,22,39377
Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Business,15.58,22,39377
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.5,22,39377
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Business,9.25,22,46097
Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Business,11.42,22,46097
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Business,20.17,22,46097
Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Business,22.33,22,46097
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Business,15.08,22,47217
Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Business,19.5,22,47217
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Business,5.42,22,51697
Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,6.5,22,51697
Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,Business,8.08,22,51697
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Business,10.17,22,51697
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Business,10.58,22,51697
Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Business,14.58,22,51697
Vistara,UK-975,Delhi,Early_Morning,one,Night,Hyderabad,Business,15.17,22,51697
Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,22,51697
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,19.0,22,51697
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Business,21.5,22,51697
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,4.75,22,53937
Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Business,12.08,22,53937
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.83,22,53937
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.42,22,53937
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Business,17.25,22,53937
Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23.0,22,53937
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.0,22,59537
Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Business,16.42,22,59537
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Business,14.08,22,61889
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Business,18.5,22,61889
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,23,24056
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,23,24056
Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,23,24056
Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Business,2.25,23,24056
Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Business,2.33,23,24056
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Business,6.58,23,39377
Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,Business,11.17,23,39377
Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Business,15.58,23,39377
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.5,23,39377
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Business,9.25,23,46097
Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Business,11.42,23,46097
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Business,20.17,23,46097
Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Business,22.33,23,46097
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Business,15.08,23,47217
Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Business,19.5,23,47217
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Business,5.42,23,51697
Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,Business,8.08,23,51697
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Business,10.17,23,51697
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Business,10.58,23,51697
Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Business,14.58,23,51697
Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,23,51697
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,19.0,23,51697
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Business,21.5,23,51697
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,4.75,23,53937
Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Business,12.08,23,53937
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.83,23,53937
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.42,23,53937
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Business,14.08,23,53937
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Business,17.25,23,53937
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Business,18.5,23,53937
Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23.0,23,53937
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.0,23,59537
Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Business,16.42,23,59537
Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,6.5,23,59649
Vistara,UK-975,Delhi,Early_Morning,one,Night,Hyderabad,Business,15.17,23,59649
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,24,24056
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,24,24056
Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,24,24056
Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Business,2.25,24,24056
Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Business,2.33,24,24056
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Business,6.58,24,39377
Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,Business,11.17,24,39377
Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Business,15.58,24,39377
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.5,24,39377
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Business,9.25,24,46097
Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Business,11.42,24,46097
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Business,20.17,24,46097
Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Business,22.33,24,46097
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Business,5.42,24,51697
Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,Business,8.08,24,51697
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Business,10.17,24,51697
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Business,10.58,24,51697
Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Business,14.58,24,51697
Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,24,51697
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,19.0,24,51697
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Business,21.5,24,51697
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,4.75,24,53937
Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Business,12.08,24,53937
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.83,24,53937
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.42,24,53937
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Business,14.08,24,53937
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Business,17.25,24,53937
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Business,18.5,24,53937
Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23.0,24,53937
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.0,24,59537
Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Business,16.42,24,59537
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,25,24056
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,25,24056
Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,25,24056
Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Business,2.25,25,24056
Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Business,2.33,25,24056
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Business,6.58,25,39377
Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,Business,11.17,25,39377
Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Business,15.58,25,39377
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.5,25,39377
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Business,9.25,25,46097
Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Business,11.42,25,46097
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Business,20.17,25,46097
Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Business,22.33,25,46097
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Business,15.08,25,47217
Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Business,19.5,25,47217
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Business,5.42,25,51697
Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,6.5,25,51697
Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,Business,8.08,25,51697
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Business,10.17,25,51697
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Business,10.58,25,51697
Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Business,14.58,25,51697
Vistara,UK-975,Delhi,Early_Morning,one,Night,Hyderabad,Business,15.17,25,51697
Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,25,51697
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,19.0,25,51697
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Business,21.5,25,51697
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,4.75,25,53937
Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Business,12.08,25,53937
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.83,25,53937
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.42,25,53937
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Business,14.08,25,53937
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Business,17.25,25,53937
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Business,18.5,25,53937
Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23.0,25,53937
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.0,25,59537
Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Business,16.42,25,59537
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,26,24056
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,26,24056
Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,26,24056
Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Business,2.25,26,24056
Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Business,2.33,26,24056
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Business,6.58,26,39377
Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,Business,11.17,26,39377
Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Business,15.58,26,39377
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.5,26,39377
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Business,9.25,26,46097
Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Business,11.42,26,46097
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Business,20.17,26,46097
Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Business,22.33,26,46097
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Business,15.08,26,47217
Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Business,19.5,26,47217
Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,6.5,26,51697
Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,Business,8.08,26,51697
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Business,10.17,26,51697
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Business,10.58,26,51697
Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Business,14.58,26,51697
Vistara,UK-975,Delhi,Early_Morning,one,Night,Hyderabad,Business,15.17,26,51697
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,19.0,26,51697
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Business,21.5,26,51697
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,4.75,26,53937
Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Business,12.08,26,53937
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.83,26,53937
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.42,26,53937
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Business,14.08,26,53937
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Business,17.25,26,53937
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Business,18.5,26,53937
Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23.0,26,53937
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.0,26,59537
Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Business,16.42,26,59537
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Business,5.42,26,59649
Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,26,59649
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,27,24056
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,27,24056
Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,27,24056
Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Business,2.33,27,24056
Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Business,2.25,27,30630
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Business,6.58,27,39377
Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,Business,11.17,27,39377
Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Business,15.58,27,39377
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.5,27,39377
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Business,9.25,27,46097
Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Business,11.42,27,46097
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Business,20.17,27,46097
Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Business,22.33,27,46097
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Business,15.08,27,47217
Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Business,19.5,27,47217
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Business,5.42,27,51697
Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,Business,8.08,27,51697
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Business,10.17,27,51697
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Business,10.58,27,51697
Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Business,14.58,27,51697
Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,27,51697
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,19.0,27,51697
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Business,21.5,27,51697
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,4.75,27,53937
Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Business,12.08,27,53937
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.42,27,53937
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Business,14.08,27,53937
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Business,18.5,27,53937
Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23.0,27,53937
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.0,27,59537
Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Business,16.42,27,59537
Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,6.5,27,59649
Vistara,UK-975,Delhi,Early_Morning,one,Night,Hyderabad,Business,15.17,27,59649
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.83,27,61889
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Business,17.25,27,61889
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,28,24056
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,28,24056
Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,28,24056
Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Business,2.25,28,24056
Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Business,2.33,28,24056
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Business,6.58,28,39377
Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,Business,11.17,28,39377
Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Business,15.58,28,39377
